Country Name,Id,Indicator Name,Value,Year
West Bank and Gaza,190456,"Debt service on external debt, total (TDS, current US$)",n/a,2010
West Bank and Gaza,190495,"External debt stocks, total (DOD, current US$)",n/a,2010
French Polynesia,190634,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
French Polynesia,190639,"Debt service on external debt, total (TDS, current US$)",n/a,2010
French Polynesia,190678,"External debt stocks, total (DOD, current US$)",n/a,2010
Qatar,190695,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Qatar,190700,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Qatar,190739,"External debt stocks, total (DOD, current US$)",n/a,2010
Romania,190756,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Romania,190761,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Romania,190800,"External debt stocks, total (DOD, current US$)",n/a,2010
Russian Federation,190817,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",31708088763,2010
Russian Federation,190822,"Debt service on external debt, total (TDS, current US$)",55716069341,2010
Russian Federation,190861,"External debt stocks, total (DOD, current US$)",4.18E+11,2010
Rwanda,190878,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",13932398.1,2010
Rwanda,190883,"Debt service on external debt, total (TDS, current US$)",51950487.4,2010
Rwanda,190922,"External debt stocks, total (DOD, current US$)",1233314076,2010
Saudi Arabia,191000,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Saudi Arabia,191005,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Saudi Arabia,191044,"External debt stocks, total (DOD, current US$)",n/a,2010
Sudan,191061,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",484001216.7,2010
Sudan,191066,"Debt service on external debt, total (TDS, current US$)",496154079,2010
Sudan,191105,"External debt stocks, total (DOD, current US$)",22592936139,2010
Senegal,191122,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",148126363.3,2010
Senegal,191127,"Debt service on external debt, total (TDS, current US$)",186364044.3,2010
Senegal,191166,"External debt stocks, total (DOD, current US$)",4649791196,2010
Singapore,191183,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Singapore,191188,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Singapore,191227,"External debt stocks, total (DOD, current US$)",n/a,2010
Solomon Islands,191244,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",10329622.2,2010
Solomon Islands,191249,"Debt service on external debt, total (TDS, current US$)",20697451.3,2010
Solomon Islands,191288,"External debt stocks, total (DOD, current US$)",230756584.9,2010
Sierra Leone,191305,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",8802201.6,2010
Sierra Leone,191310,"Debt service on external debt, total (TDS, current US$)",11614035.9,2010
Sierra Leone,191349,"External debt stocks, total (DOD, current US$)",931127139.3,2010
El Salvador,191366,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",835711526.8,2010
El Salvador,191371,"Debt service on external debt, total (TDS, current US$)",1113222783,2010
El Salvador,191410,"External debt stocks, total (DOD, current US$)",11495710497,2010
San Marino,191427,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
San Marino,191432,"Debt service on external debt, total (TDS, current US$)",n/a,2010
San Marino,191471,"External debt stocks, total (DOD, current US$)",n/a,2010
Somalia,191488,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",0,2010
Somalia,191493,"Debt service on external debt, total (TDS, current US$)",228973.7,2010
Somalia,191532,"External debt stocks, total (DOD, current US$)",2934384056,2010
Serbia,191549,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",671481199.2,2010
Serbia,191554,"Debt service on external debt, total (TDS, current US$)",4306782758,2010
Serbia,191593,"External debt stocks, total (DOD, current US$)",32907137502,2010
Sao Tome and Principe,191854,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",1455327.8,2010
Sao Tome and Principe,191859,"Debt service on external debt, total (TDS, current US$)",1651307.7,2010
Sao Tome and Principe,191898,"External debt stocks, total (DOD, current US$)",181091117.6,2010
Suriname,191915,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Suriname,191920,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Suriname,191959,"External debt stocks, total (DOD, current US$)",n/a,2010
Slovak Republic,191976,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Slovak Republic,191981,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Slovak Republic,192020,"External debt stocks, total (DOD, current US$)",n/a,2010
Slovenia,192037,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Slovenia,192042,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Slovenia,192081,"External debt stocks, total (DOD, current US$)",n/a,2010
Sweden,192098,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Sweden,192103,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Sweden,192142,"External debt stocks, total (DOD, current US$)",n/a,2010
Eswatini,192159,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",51277836.8,2010
Eswatini,192164,"Debt service on external debt, total (TDS, current US$)",54212788.3,2010
Eswatini,192203,"External debt stocks, total (DOD, current US$)",1016095656,2010
Seychelles,192281,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Seychelles,192286,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Seychelles,192325,"External debt stocks, total (DOD, current US$)",n/a,2010
Syrian Arab Republic,192342,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",619964955.1,2010
Syrian Arab Republic,192347,"Debt service on external debt, total (TDS, current US$)",627144792.8,2010
Syrian Arab Republic,192386,"External debt stocks, total (DOD, current US$)",5276579227,2010
Turks and Caicos Islands,192403,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Turks and Caicos Islands,192408,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Turks and Caicos Islands,192447,"External debt stocks, total (DOD, current US$)",n/a,2010
Chad,192464,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",61736120.2,2010
Chad,192469,"Debt service on external debt, total (TDS, current US$)",73142727.8,2010
Chad,192508,"External debt stocks, total (DOD, current US$)",2157556371,2010
Togo,192647,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",35802448.2,2010
Togo,192652,"Debt service on external debt, total (TDS, current US$)",36453622,2010
Togo,192691,"External debt stocks, total (DOD, current US$)",1279093105,2010
Thailand,192708,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",1002157532,2010
Thailand,192713,"Debt service on external debt, total (TDS, current US$)",10964846098,2010
Thailand,192752,"External debt stocks, total (DOD, current US$)",1.06E+11,2010
Tajikistan,192769,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",59967289.4,2010
Tajikistan,192774,"Debt service on external debt, total (TDS, current US$)",694627382.1,2010
Tajikistan,192813,"External debt stocks, total (DOD, current US$)",3561185321,2010
Turkmenistan,192830,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",184731369.5,2010
Turkmenistan,192835,"Debt service on external debt, total (TDS, current US$)",199239452.3,2010
Turkmenistan,192874,"External debt stocks, total (DOD, current US$)",1682020478,2010
Timor-Leste,192952,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Timor-Leste,192957,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Timor-Leste,192996,"External debt stocks, total (DOD, current US$)",n/a,2010
Tonga,193074,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",5010669.1,2010
Tonga,193079,"Debt service on external debt, total (TDS, current US$)",5043100,2010
Tonga,193118,"External debt stocks, total (DOD, current US$)",153652255.8,2010
Trinidad and Tobago,193257,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Trinidad and Tobago,193262,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Trinidad and Tobago,193301,"External debt stocks, total (DOD, current US$)",n/a,2010
Tunisia,193318,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",1958952531,2010
Tunisia,193323,"Debt service on external debt, total (TDS, current US$)",2372758796,2010
Tunisia,193362,"External debt stocks, total (DOD, current US$)",22666098010,2010
Turkiye,193379,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",10719504050,2010
Turkiye,193384,"Debt service on external debt, total (TDS, current US$)",59381304966,2010
Turkiye,193423,"External debt stocks, total (DOD, current US$)",3.01E+11,2010
Tuvalu,193440,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Tuvalu,193445,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Tuvalu,193484,"External debt stocks, total (DOD, current US$)",n/a,2010
Tanzania,193501,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",85418747.2,2010
Tanzania,193506,"Debt service on external debt, total (TDS, current US$)",191393963.2,2010
Tanzania,193545,"External debt stocks, total (DOD, current US$)",8937227660,2010
Uganda,193562,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",60976831.6,2010
Uganda,193567,"Debt service on external debt, total (TDS, current US$)",63490401.6,2010
Uganda,193606,"External debt stocks, total (DOD, current US$)",2974602245,2010
Ukraine,193623,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",2039422917,2010
Ukraine,193628,"Debt service on external debt, total (TDS, current US$)",27016692287,2010
Ukraine,193667,"External debt stocks, total (DOD, current US$)",1.25E+11,2010
Uruguay,193745,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
Uruguay,193750,"Debt service on external debt, total (TDS, current US$)",n/a,2010
Uruguay,193789,"External debt stocks, total (DOD, current US$)",n/a,2010
United States,193806,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
United States,193811,"Debt service on external debt, total (TDS, current US$)",n/a,2010
United States,193850,"External debt stocks, total (DOD, current US$)",n/a,2010
Uzbekistan,193867,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",432833337.5,2010
Uzbekistan,193872,"Debt service on external debt, total (TDS, current US$)",617409391.7,2010
Uzbekistan,193911,"External debt stocks, total (DOD, current US$)",7980789782,2010
St. Vincent and the Grenadines,193928,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",36233746.7,2010
St. Vincent and the Grenadines,193933,"Debt service on external debt, total (TDS, current US$)",36272736.9,2010
St. Vincent and the Grenadines,193972,"External debt stocks, total (DOD, current US$)",295920078.1,2010
"Venezuela, RB",193989,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
"Venezuela, RB",193994,"Debt service on external debt, total (TDS, current US$)",n/a,2010
"Venezuela, RB",194033,"External debt stocks, total (DOD, current US$)",n/a,2010
British Virgin Islands,194050,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",n/a,2010
British Virgin Islands,194055,"Debt service on external debt, total (TDS, current US$)",n/a,2010
